Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2021-05-03;R$19.70;R$20.17;R$16.32;R$9.26;R$23.52;R$11.87
2021-05-04;R$19.11;R$19.74;R$16.09;R$9.04;R$22.55;R$11.94
2021-05-05;R$19.14;R$19.89;R$16.23;R$9.41;R$22.56;R$12.10
2021-05-06;R$19.24;R$19.45;R$16.34;R$9.28;R$22.32;R$11.96
2021-05-07;R$19.32;R$19.88;R$16.56;R$9.63;R$22.51;R$12.16
2021-05-10;R$19.78;R$19.19;R$16.34;R$9.76;R$22.33;R$12.03
2021-05-11;R$19.75;R$19.31;R$16.34;R$9.94;R$22.34;R$12.12
2021-05-12;R$19.35;R$18.58;R$15.87;R$9.79;R$21.75;R$11.70
2021-05-13;R$19.80;R$19.12;R$15.88;R$9.87;R$21.82;R$12.22
2021-05-14;R$19.98;R$19.14;R$16.46;R$10.39;R$22.33;R$12.13
2021-05-17;R$20.07;R$18.85;R$16.75;R$10.53;R$22.69;R$11.98
2021-05-18;R$20.39;R$18.96;R$16.53;R$10.41;R$23.00;R$11.99
2021-05-19;R$20.53;R$18.67;R$16.44;R$10.33;R$23.08;R$12.05
2021-05-20;R$20.72;R$18.73;R$16.85;R$10.24;R$23.23;R$11.91
2021-05-21;R$20.82;R$18.52;R$15.99;R$10.25;R$23.42;R$11.87
2021-05-24;R$20.76;R$19.99;R$16.08;R$10.43;R$23.74;R$12.46
2021-05-25;R$20.66;R$20.01;R$16.34;R$10.21;R$23.87;R$12.43
2021-05-26;R$21.13;R$19.66;R$16.62;R$10.31;R$23.74;R$12.51
2021-05-27;R$21.26;R$19.58;R$16.76;R$10.24;R$23.41;R$12.72
2021-05-28;R$21.31;R$20.24;R$16.64;R$10.66;R$23.21;R$12.72
2021-05-31;R$21.26;R$20.15;R$16.48;R$10.62;R$23.55;R$12.98
2021-06-01;R$21.74;R$20.34;R$16.84;R$10.78;R$24.11;R$13.84
2021-06-02;R$22.59;R$20.49;R$16.93;R$11.01;R$23.67;R$14.35
2021-06-04;R$22.57;R$20.83;R$17.10;R$11.26;R$23.93;R$14.55
2021-06-07;R$22.85;R$20.78;R$17.04;R$11.18;R$24.01;R$14.65
2021-06-08;R$22.69;R$21.03;R$17.06;R$11.32;R$23.58;R$15.29
2021-06-09;R$22.58;R$20.26;R$16.64;R$11.32;R$23.78;R$15.08
2021-06-10;R$22.62;R$20.27;R$16.68;R$11.33;R$23.87;R$14.56
2021-06-11;R$22.53;R$20.37;R$16.19;R$11.29;R$23.70;R$14.60
2021-06-14;R$22.43;R$20.58;R$16.37;R$11.36;R$24.12;R$14.80
2021-06-15;R$22.45;R$20.87;R$16.62;R$11.47;R$24.07;R$14.76
2021-06-16;R$22.56;R$20.30;R$16.39;R$11.51;R$23.79;R$14.68
2021-06-17;R$22.46;R$21.29;R$16.20;R$11.11;R$23.62;R$15.06
2021-06-18;R$22.17;R$21.05;R$15.89;R$11.19;R$23.61;R$15.17
2021-06-21;R$22.23;R$21.25;R$15.97;R$11.44;R$23.56;R$15.75
2021-06-22;R$21.82;R$20.95;R$15.83;R$11.50;R$23.08;R$15.93
2021-06-23;R$21.72;R$20.57;R$15.88;R$11.58;R$23.00;R$15.80
2021-06-24;R$21.88;R$21.63;R$16.09;R$11.71;R$23.00;R$15.77
2021-06-25;R$21.20;R$21.37;R$15.93;R$11.50;R$22.80;R$15.72
2021-06-28;R$21.10;R$21.51;R$15.64;R$11.48;R$22.54;R$16.03
2021-06-29;R$20.97;R$21.65;R$15.47;R$11.53;R$22.34;R$16.02
2021-06-30;R$20.67;R$21.13;R$15.47;R$11.63;R$22.10;R$15.79
2021-07-01;R$20.41;R$20.68;R$15.28;R$11.48;R$21.60;R$15.46
2021-07-02;R$20.90;R$21.62;R$15.44;R$11.53;R$22.37;R$15.60
2021-07-05;R$20.53;R$21.36;R$15.31;R$11.40;R$22.69;R$15.48
2021-07-06;R$20.28;R$21.07;R$15.00;R$10.93;R$22.44;R$15.00
2021-07-07;R$20.43;R$22.01;R$15.22;R$11.08;R$22.25;R$15.15
2021-07-08;R$20.19;R$21.92;R$15.14;R$10.86;R$22.42;R$14.85
2021-07-12;R$20.70;R$22.10;R$15.50;R$10.96;R$22.42;R$14.73
2021-07-13;R$20.68;R$22.49;R$15.49;R$11.02;R$22.28;R$14.86
2021-07-14;R$20.77;R$22.93;R$15.84;R$10.93;R$22.35;R$14.86
2021-07-15;R$20.46;R$23.72;R$15.64;R$10.70;R$22.25;R$14.73
2021-07-16;R$20.46;R$23.90;R$15.29;R$10.54;R$22.43;R$14.60
2021-07-19;R$19.71;R$23.12;R$15.24;R$10.37;R$22.10;R$14.05
2021-07-20;R$20.02;R$23.37;R$14.93;R$10.50;R$22.09;R$14.03
2021-07-21;R$20.02;R$23.36;R$14.92;R$10.65;R$22.42;R$14.15
2021-07-22;R$19.87;R$23.25;R$14.96;R$10.63;R$22.54;R$14.28
2021-07-23;R$19.66;R$22.60;R$14.60;R$10.56;R$22.23;R$14.09
2021-07-26;R$19.83;R$22.04;R$14.41;R$10.85;R$22.19;R$13.74
2021-07-27;R$19.98;R$21.45;R$14.14;R$10.73;R$22.28;R$13.25
2021-07-28;R$20.45;R$21.53;R$14.04;R$10.95;R$22.27;R$13.27
2021-07-29;R$20.25;R$21.72;R$13.91;R$10.99;R$22.20;R$13.20
2021-07-30;R$19.91;R$20.60;R$13.59;R$10.63;R$21.68;R$12.59
2021-08-02;R$20.03;R$20.63;R$13.65;R$10.43;R$22.28;R$12.73
2021-08-03;R$20.15;R$20.43;R$13.34;R$10.61;R$22.21;R$12.56
2021-08-04;R$19.35;R$19.96;R$13.31;R$10.38;R$22.11;R$12.25
2021-08-05;R$19.06;R$20.46;R$12.90;R$11.20;R$21.81;R$12.16
2021-08-06;R$19.48;R$20.68;R$12.97;R$11.22;R$21.92;R$12.35
2021-08-09;R$19.47;R$20.49;R$13.08;R$11.14;R$21.90;R$12.71
2021-08-10;R$19.19;R$20.40;R$12.81;R$11.17;R$21.59;R$12.80
2021-08-11;R$19.27;R$20.91;R$12.82;R$11.33;R$21.44;R$13.02
2021-08-12;R$19.00;R$20.97;R$12.51;R$11.50;R$21.55;R$12.07
2021-08-13;R$19.09;R$20.27;R$12.48;R$11.60;R$21.54;R$11.30
2021-08-16;R$18.93;R$19.42;R$12.35;R$11.31;R$21.20;R$10.61
2021-08-17;R$18.86;R$19.31;R$12.14;R$11.31;R$21.34;R$10.60
2021-08-18;R$18.73;R$18.84;R$11.99;R$11.21;R$20.80;R$10.75
2021-08-19;R$18.69;R$18.95;R$12.12;R$11.15;R$20.66;R$11.20
2021-08-20;R$18.59;R$18.86;R$12.19;R$11.13;R$21.70;R$11.27
2021-08-23;R$18.72;R$18.13;R$11.84;R$11.31;R$21.52;R$10.80
2021-08-24;R$19.21;R$19.24;R$12.62;R$11.54;R$22.02;R$11.30
2021-08-25;R$19.24;R$19.55;R$12.86;R$11.61;R$22.17;R$11.27
2021-08-26;R$18.87;R$18.80;R$12.37;R$11.51;R$22.15;R$10.89
2021-08-27;R$19.12;R$19.03;R$12.95;R$11.93;R$22.23;R$10.87
2021-08-30;R$18.91;R$18.88;R$12.74;R$11.85;R$22.34;R$10.76
2021-08-31;R$19.02;R$18.24;R$12.97;R$11.38;R$22.10;R$10.39
2021-09-01;R$18.99;R$18.68;R$12.91;R$11.32;R$22.38;R$10.27
2021-09-02;R$18.32;R$18.01;R$12.53;R$11.13;R$22.23;R$9.64
2021-09-03;R$18.23;R$18.90;R$12.53;R$11.02;R$22.01;R$9.62
2021-09-06;R$18.42;R$19.48;R$13.00;R$11.08;R$21.99;R$9.95
2021-09-08;R$17.36;R$18.79;R$12.27;R$10.45;R$21.25;R$9.02
2021-09-09;R$17.43;R$18.85;R$12.90;R$10.67;R$21.74;R$9.50
2021-09-10;R$17.22;R$17.18;R$12.73;R$10.61;R$21.88;R$9.02
2021-09-13;R$17.57;R$17.44;R$13.28;R$10.98;R$22.23;R$9.20
2021-09-14;R$17.46;R$17.03;R$13.34;R$10.83;R$22.36;R$9.05
2021-09-15;R$17.30;R$16.62;R$13.18;R$11.02;R$22.12;R$8.78
2021-09-16;R$17.08;R$16.37;R$13.10;R$10.93;R$22.53;R$8.69
2021-09-17;R$16.46;R$16.57;R$13.05;R$10.44;R$22.35;R$8.46
2021-09-20;R$15.85;R$16.05;R$12.80;R$10.32;R$22.11;R$7.89
2021-09-21;R$16.08;R$16.39;R$13.09;R$10.55;R$22.31;R$8.78
2021-09-22;R$16.31;R$16.34;R$13.17;R$10.82;R$22.23;R$8.57
2021-09-23;R$17.04;R$15.87;R$12.82;R$11.24;R$22.35;R$8.59
2021-09-24;R$16.66;R$15.63;R$12.72;R$11.26;R$22.43;R$8.50
2021-09-27;R$17.16;R$15.01;R$12.55;R$11.36;R$22.22;R$8.10
2021-09-28;R$16.80;R$14.18;R$11.83;R$11.29;R$22.10;R$7.91
2021-09-29;R$17.10;R$13.94;R$11.67;R$11.47;R$22.04;R$7.86
2021-09-30;R$17.13;R$14.34;R$11.65;R$11.40;R$21.85;R$7.71
2021-10-01;R$17.56;R$14.55;R$12.01;R$11.72;R$21.90;R$8.29
2021-10-04;R$17.06;R$13.71;R$11.45;R$12.05;R$21.83;R$7.70
2021-10-05;R$17.35;R$13.68;R$11.18;R$12.32;R$21.72;R$7.85
2021-10-06;R$17.48;R$14.46;R$11.18;R$11.99;R$21.80;R$8.12
2021-10-07;R$17.05;R$14.03;R$11.09;R$11.97;R$21.59;R$7.79
2021-10-08;R$17.16;R$14.97;R$11.61;R$12.19;R$21.93;R$8.06
2021-10-11;R$16.85;R$14.38;R$11.43;R$12.27;R$22.15;R$7.91
2021-10-13;R$16.80;R$14.50;R$11.78;R$12.40;R$22.34;R$8.21
2021-10-14;R$16.64;R$14.17;R$11.66;R$12.42;R$22.35;R$8.00
2021-10-15;R$17.51;R$14.56;R$11.74;R$12.39;R$22.26;R$8.14
2021-10-18;R$17.82;R$14.28;R$11.83;R$12.33;R$22.40;R$8.18
2021-10-19;R$17.27;R$13.73;R$10.99;R$11.72;R$21.99;R$7.80
2021-10-20;R$17.86;R$13.27;R$10.96;R$11.93;R$22.02;R$7.52
2021-10-21;R$17.49;R$12.41;R$10.19;R$11.49;R$21.72;R$6.92
2021-10-22;R$16.83;R$12.42;R$9.99;R$11.38;R$21.56;R$6.97
2021-10-25;R$17.09;R$12.34;R$10.32;R$12.16;R$21.80;R$7.09
2021-10-26;R$16.70;R$11.98;R$9.86;R$12.04;R$21.80;R$6.66
2021-10-27;R$16.92;R$11.60;R$10.14;R$12.01;R$22.04;R$6.62
2021-10-28;R$16.86;R$11.15;R$9.77;R$12.12;R$21.81;R$6.37
2021-10-29;R$16.38;R$10.81;R$9.62;R$11.36;R$21.85;R$6.15
2021-11-01;R$16.95;R$11.30;R$10.06;R$11.72;R$22.34;R$6.65
2021-11-03;R$16.81;R$11.55;R$10.49;R$11.24;R$22.37;R$6.90
2021-11-04;R$15.69;R$11.08;R$10.41;R$10.88;R$22.00;R$6.58
2021-11-05;R$16.47;R$12.44;R$10.83;R$10.82;R$21.84;R$7.29
2021-11-08;R$16.09;R$11.93;R$10.71;R$10.93;R$21.76;R$7.06
2021-11-09;R$15.91;R$13.13;R$11.11;R$11.15;R$21.68;R$7.54
2021-11-10;R$16.80;R$13.02;R$11.63;R$11.06;R$21.87;R$7.05
2021-11-11;R$16.88;R$13.65;R$11.82;R$11.07;R$21.91;R$6.17
2021-11-12;R$17.04;R$11.15;R$11.62;R$11.30;R$21.90;R$6.21
2021-11-16;R$17.02;R$9.74;R$11.06;R$11.42;R$21.59;R$5.73
2021-11-17;R$17.09;R$9.27;R$10.84;R$11.13;R$21.42;R$5.56
2021-11-18;R$16.93;R$8.99;R$10.93;R$11.11;R$21.40;R$5.58
2021-11-19;R$16.91;R$9.27;R$11.17;R$10.93;R$21.39;R$5.72
2021-11-22;R$16.62;R$8.84;R$10.88;R$11.03;R$21.29;R$5.71
2021-11-23;R$16.95;R$8.60;R$10.89;R$11.64;R$21.45;R$5.92
2021-11-24;R$17.38;R$8.82;R$10.83;R$11.88;R$21.63;R$5.87
2021-11-25;R$17.52;R$8.70;R$11.27;R$12.40;R$21.75;R$5.95
2021-11-26;R$16.82;R$8.06;R$10.77;R$11.92;R$21.75;R$5.68
2021-11-29;R$16.70;R$8.04;R$10.67;R$12.34;R$21.95;R$5.85
2021-11-30;R$16.40;R$7.80;R$10.51;R$12.32;R$22.10;R$5.67
2021-12-01;R$16.34;R$6.88;R$10.30;R$12.39;R$22.15;R$5.20
2021-12-02;R$17.17;R$6.76;R$10.77;R$13.34;R$22.94;R$5.15
2021-12-03;R$17.12;R$7.05;R$11.34;R$13.52;R$23.06;R$5.36
2021-12-06;R$17.48;R$7.30;R$11.47;R$13.59;R$23.04;R$5.61
2021-12-07;R$17.28;R$7.62;R$11.11;R$13.81;R$22.86;R$5.80
2021-12-08;R$17.17;R$6.81;R$11.77;R$13.80;R$23.11;R$5.77
2021-12-09;R$16.73;R$6.28;R$11.22;R$13.77;R$23.04;R$5.36
2021-12-10;R$16.67;R$6.37;R$11.81;R$13.94;R$22.97;R$5.48
2021-12-13;R$16.36;R$6.05;R$11.60;R$13.86;R$23.14;R$5.31
2021-12-14;R$16.61;R$5.74;R$11.26;R$13.69;R$23.04;R$4.96
2021-12-15;R$16.61;R$6.17;R$11.36;R$13.78;R$23.23;R$5.20
2021-12-16;R$16.81;R$6.40;R$11.24;R$13.96;R$23.25;R$4.91
2021-12-17;R$16.34;R$6.66;R$11.23;R$13.63;R$23.17;R$4.85
2021-12-20;R$16.01;R$6.33;R$11.03;R$13.24;R$22.99;R$4.74
2021-12-21;R$15.94;R$6.42;R$10.96;R$13.26;R$23.04;R$4.61
2021-12-22;R$16.01;R$6.16;R$10.95;R$13.24;R$23.35;R$4.50
2021-12-23;R$16.06;R$6.20;R$10.93;R$13.32;R$23.18;R$4.50
2021-12-27;R$16.25;R$6.78;R$11.19;R$13.52;R$23.21;R$4.86
2021-12-28;R$16.19;R$6.83;R$11.32;R$13.53;R$23.16;R$4.95
2021-12-29;R$16.11;R$6.76;R$11.28;R$13.42;R$23.05;R$5.02
2021-12-30;R$16.04;R$7.22;R$11.53;R$13.38;R$23.22;R$5.25
2022-01-03;R$16.44;R$6.72;R$10.86;R$13.68;R$23.14;R$4.98
2022-01-04;R$16.55;R$6.61;R$10.52;R$13.73;R$23.17;R$4.73
2022-01-05;R$16.43;R$6.42;R$10.10;R$13.20;R$22.83;R$4.57
2022-01-06;R$16.66;R$6.25;R$10.11;R$13.19;R$22.72;R$4.36
2022-01-07;R$16.90;R$6.22;R$10.16;R$13.25;R$22.60;R$4.17
2022-01-10;R$16.96;R$5.74;R$10.04;R$13.17;R$22.44;R$4.01
2022-01-11;R$16.99;R$5.87;R$10.13;R$13.56;R$22.35;R$4.04
2022-01-12;R$16.86;R$6.31;R$10.49;R$13.98;R$22.54;R$4.11
2022-01-13;R$17.16;R$6.09;R$10.51;R$14.26;R$22.57;R$3.99
2022-01-14;R$17.44;R$6.33;R$10.65;R$14.79;R$22.61;R$3.97
2022-01-17;R$17.54;R$6.12;R$10.57;R$14.81;R$22.70;R$3.90
2022-01-18;R$17.86;R$5.89;R$10.34;R$14.88;R$22.96;R$3.75
2022-01-19;R$17.63;R$6.31;R$10.80;R$14.81;R$23.01;R$4.00
2022-01-20;R$17.62;R$6.65;R$11.33;R$14.92;R$22.93;R$4.21
2022-01-21;R$17.43;R$6.90;R$11.56;R$14.94;R$23.12;R$4.35
2022-01-24;R$17.80;R$6.39;R$11.51;R$15.02;R$23.06;R$4.22
2022-01-25;R$18.51;R$6.72;R$12.04;R$15.51;R$22.92;R$4.35
2022-01-26;R$18.53;R$6.75;R$12.55;R$15.93;R$22.95;R$4.35
2022-01-27;R$18.62;R$7.22;R$12.97;R$15.93;R$23.06;R$4.62
2022-01-28;R$18.89;R$6.71;R$12.75;R$15.30;R$23.05;R$4.57
2022-01-31;R$19.05;R$7.00;R$12.88;R$15.21;R$23.08;R$4.72
2022-02-01;R$19.12;R$7.01;R$12.67;R$15.52;R$22.89;R$4.70
2022-02-02;R$18.78;R$6.51;R$12.37;R$15.29;R$22.89;R$4.40
2022-02-03;R$19.05;R$6.53;R$12.45;R$15.08;R$22.95;R$4.48
2022-02-04;R$19.18;R$6.33;R$11.97;R$15.34;R$22.83;R$4.22
2022-02-07;R$19.11;R$6.31;R$11.85;R$15.12;R$22.78;R$4.06
2022-02-08;R$19.00;R$6.54;R$11.83;R$14.97;R$22.66;R$4.14
2022-02-09;R$17.37;R$6.60;R$11.89;R$15.02;R$22.69;R$4.04
2022-02-10;R$17.62;R$6.94;R$11.63;R$15.25;R$22.83;R$4.34
2022-02-11;R$17.68;R$6.35;R$11.62;R$15.88;R$22.71;R$4.12
2022-02-14;R$17.71;R$6.48;R$11.74;R$15.52;R$22.68;R$4.02
2022-02-15;R$17.72;R$6.84;R$12.12;R$15.27;R$22.84;R$4.12
2022-02-16;R$17.93;R$6.82;R$12.25;R$15.48;R$22.68;R$4.15
2022-02-17;R$17.72;R$6.63;R$11.96;R$15.42;R$22.64;R$4.01
2022-02-18;R$17.82;R$6.36;R$12.28;R$15.52;R$22.73;R$3.94
2022-02-21;R$17.61;R$6.02;R$11.76;R$15.92;R$22.89;R$3.76
2022-02-22;R$17.55;R$6.07;R$11.90;R$15.87;R$23.28;R$3.87
2022-02-23;R$17.46;R$5.91;R$11.81;R$16.09;R$23.87;R$3.82
2022-02-24;R$16.94;R$6.12;R$11.58;R$15.70;R$23.30;R$3.91
2022-02-25;R$17.02;R$6.01;R$11.48;R$15.99;R$23.33;R$3.79
2022-03-02;R$16.84;R$6.31;R$11.31;R$16.30;R$23.53;R$3.86
2022-03-03;R$17.17;R$6.31;R$11.38;R$16.10;R$23.72;R$3.74
2022-03-04;R$16.68;R$6.29;R$11.10;R$16.10;R$24.21;R$3.62
2022-03-07;R$16.25;R$5.85;R$10.61;R$14.95;R$23.67;R$3.40
2022-03-08;R$16.46;R$6.05;R$10.65;R$15.26;R$23.48;R$3.40
2022-03-09;R$17.51;R$6.23;R$11.81;R$15.31;R$23.40;R$3.41
2022-03-10;R$17.40;R$5.96;R$11.39;R$15.85;R$23.25;R$3.27
2022-03-11;R$17.33;R$5.69;R$10.04;R$15.28;R$23.50;R$3.21
2022-03-14;R$17.45;R$5.33;R$9.69;R$14.99;R$23.47;R$3.16
2022-03-15;R$17.41;R$4.87;R$9.93;R$14.62;R$23.49;R$3.23
2022-03-16;R$17.66;R$5.13;R$10.21;R$14.50;R$23.62;R$3.32
2022-03-17;R$17.73;R$5.54;R$9.71;R$14.11;R$23.93;R$3.41
2022-03-18;R$17.69;R$5.82;R$10.65;R$14.39;R$24.23;R$3.55
2022-03-21;R$18.11;R$5.72;R$10.58;R$14.93;R$24.57;R$3.48
2022-03-22;R$18.33;R$5.81;R$11.00;R$14.87;R$24.59;R$3.65
2022-03-23;R$18.22;R$6.00;R$11.37;R$15.07;R$24.98;R$3.67
2022-03-24;R$18.48;R$6.60;R$12.16;R$15.25;R$25.50;R$3.82
2022-03-25;R$18.65;R$6.54;R$12.49;R$15.19;R$25.63;R$3.97
2022-03-28;R$18.56;R$6.47;R$12.37;R$14.86;R$25.61;R$3.94
2022-03-29;R$18.89;R$7.00;R$12.58;R$15.19;R$25.31;R$4.28
2022-03-30;R$18.78;R$6.87;R$12.34;R$15.51;R$25.25;R$4.19
2022-03-31;R$18.60;R$6.82;R$12.34;R$15.73;R$25.25;R$4.17
2022-04-01;R$18.40;R$7.35;R$12.60;R$15.52;R$25.25;R$4.33
2022-04-04;R$18.32;R$7.19;R$12.40;R$15.38;R$25.47;R$4.26
2022-04-05;R$17.81;R$6.91;R$11.80;R$15.23;R$25.25;R$4.03
2022-04-06;R$17.72;R$6.62;R$11.59;R$15.22;R$25.01;R$3.85
2022-04-07;R$17.80;R$6.56;R$11.27;R$16.01;R$25.14;R$3.91
2022-04-08;R$18.00;R$6.13;R$11.11;R$16.09;R$25.47;R$3.60
2022-04-11;R$17.97;R$6.08;R$10.87;R$15.96;R$25.42;R$3.53
2022-04-12;R$17.81;R$5.97;R$10.88;R$15.92;R$25.28;R$3.53
2022-04-13;R$18.00;R$6.03;R$10.90;R$16.26;R$25.28;R$3.50
2022-04-14;R$17.95;R$6.01;R$10.65;R$16.09;R$25.36;R$3.41
2022-04-18;R$18.27;R$5.89;R$10.72;R$15.80;R$25.15;R$3.44
2022-04-19;R$18.05;R$5.94;R$10.63;R$16.28;R$24.81;R$3.41
2022-04-20;R$17.99;R$5.61;R$10.75;R$16.36;R$24.80;R$3.27
2022-04-22;R$17.73;R$5.55;R$10.36;R$15.72;R$24.57;R$3.14
2022-04-25;R$17.62;R$5.44;R$10.57;R$15.49;R$24.73;R$3.19
2022-04-26;R$16.86;R$5.18;R$10.30;R$15.46;R$24.99;R$3.04
2022-04-27;R$16.96;R$5.10;R$10.26;R$15.46;R$24.95;R$3.08
2022-04-28;R$16.81;R$5.18;R$10.32;R$15.57;R$24.81;R$3.08
2022-04-29;R$16.59;R$4.88;R$9.91;R$15.58;R$24.03;R$2.97
2022-05-02;R$16.58;R$4.80;R$9.85;R$15.42;R$24.09;R$2.91
2022-05-03;R$16.69;R$4.60;R$9.98;R$15.56;R$24.42;R$2.86
2022-05-04;R$16.93;R$4.95;R$10.28;R$16.50;R$24.05;R$3.02
2022-05-05;R$16.37;R$4.42;R$9.54;R$16.47;R$23.02;R$2.86
2022-05-06;R$16.71;R$4.30;R$9.24;R$17.01;R$23.12;R$2.77
2022-05-09;R$16.96;R$3.91;R$9.11;R$16.54;R$23.46;R$2.69
2022-05-10;R$17.13;R$3.95;R$9.16;R$16.69;R$23.15;R$2.63
2022-05-11;R$17.43;R$3.93;R$9.20;R$17.27;R$23.04;R$2.59
2022-05-12;R$17.54;R$4.18;R$9.33;R$17.40;R$23.46;R$2.71
2022-05-13;R$17.74;R$4.38;R$9.56;R$17.63;R$23.38;R$2.78
2022-05-16;R$18.04;R$4.38;R$9.82;R$17.80;R$23.35;R$2.78
2022-05-17;R$18.40;R$3.94;R$9.76;R$17.57;R$23.44;R$2.99
2022-05-18;R$18.06;R$3.72;R$9.22;R$17.29;R$23.58;R$2.92
2022-05-19;R$17.92;R$3.73;R$9.14;R$17.58;R$23.82;R$2.99
2022-05-20;R$18.16;R$3.67;R$9.25;R$17.92;R$23.82;R$3.00
2022-05-23;R$18.46;R$3.70;R$9.28;R$18.62;R$24.23;R$3.01
2022-05-24;R$18.85;R$3.71;R$9.03;R$18.12;R$24.52;R$3.03
2022-05-25;R$18.64;R$3.71;R$9.37;R$18.37;R$24.00;R$3.22
2022-05-26;R$18.74;R$4.07;R$9.97;R$18.42;R$23.39;R$3.35
2022-05-27;R$19.01;R$4.00;R$9.77;R$17.54;R$23.20;R$3.25
2022-05-30;R$18.82;R$3.84;R$9.34;R$17.19;R$23.14;R$3.17
2022-05-31;R$18.93;R$3.72;R$9.28;R$17.23;R$23.19;R$3.14
2022-06-01;R$18.59;R$3.71;R$9.11;R$17.21;R$23.18;R$3.09
2022-06-02;R$18.51;R$3.80;R$9.24;R$17.06;R$23.32;R$3.19
2022-06-03;R$18.40;R$3.59;R$9.04;R$17.36;R$22.80;R$3.13
2022-06-06;R$18.42;R$3.40;R$8.69;R$17.37;R$22.39;R$3.03
2022-06-07;R$18.27;R$3.29;R$8.55;R$17.58;R$22.40;R$2.94
2022-06-08;R$17.94;R$3.22;R$8.33;R$17.49;R$22.22;R$3.01
2022-06-09;R$17.93;R$3.01;R$8.44;R$17.24;R$22.23;R$2.91
2022-06-10;R$17.66;R$2.90;R$8.11;R$17.00;R$21.91;R$2.83
2022-06-13;R$17.41;R$2.67;R$7.85;R$16.78;R$21.99;R$2.55
2022-06-14;R$17.23;R$2.54;R$7.66;R$16.97;R$21.92;R$2.29
2022-06-15;R$17.35;R$2.55;R$7.93;R$16.67;R$21.87;R$2.32
2022-06-17;R$17.08;R$2.38;R$7.83;R$15.66;R$22.19;R$2.21
2022-06-20;R$17.53;R$2.58;R$7.63;R$15.83;R$22.27;R$2.26
2022-06-21;R$17.41;R$2.51;R$7.70;R$15.52;R$22.20;R$2.23
2022-06-22;R$17.34;R$2.44;R$7.83;R$15.47;R$22.47;R$2.29
2022-06-23;R$16.88;R$2.55;R$7.80;R$15.19;R$22.05;R$2.37
2022-06-24;R$16.74;R$2.47;R$7.55;R$15.07;R$21.99;R$2.27
2022-06-27;R$16.97;R$2.43;R$7.49;R$16.04;R$22.03;R$2.20
2022-06-28;R$16.73;R$2.38;R$7.23;R$16.24;R$22.01;R$2.08
2022-06-29;R$16.44;R$2.41;R$7.47;R$16.10;R$21.93;R$2.09
2022-06-30;R$16.07;R$2.34;R$7.69;R$16.01;R$21.94;R$1.92
2022-07-01;R$16.19;R$2.20;R$8.15;R$16.36;R$22.23;R$1.89
2022-07-04;R$16.02;R$2.13;R$8.08;R$16.71;R$21.83;R$1.83
2022-07-05;R$16.05;R$2.38;R$8.09;R$16.07;R$21.72;R$2.04
2022-07-06;R$15.92;R$2.50;R$8.44;R$15.86;R$21.89;R$2.31
2022-07-07;R$16.25;R$2.56;R$8.98;R$16.33;R$22.20;R$2.35
2022-07-08;R$16.26;R$2.62;R$9.16;R$16.51;R$22.11;R$2.43
2022-07-11;R$15.93;R$2.63;R$8.78;R$16.43;R$22.12;R$2.33
2022-07-12;R$16.00;R$2.93;R$9.03;R$16.18;R$22.21;R$2.55
2022-07-13;R$15.63;R$2.83;R$9.15;R$16.20;R$22.26;R$2.52
2022-07-14;R$15.28;R$2.91;R$8.87;R$15.76;R$22.09;R$2.48
2022-07-15;R$15.37;R$2.78;R$9.01;R$16.03;R$21.86;R$2.40
2022-07-18;R$15.57;R$2.77;R$8.85;R$16.40;R$21.88;R$2.31
2022-07-19;R$16.14;R$2.79;R$8.93;R$16.73;R$21.82;R$2.31
2022-07-20;R$15.93;R$3.07;R$8.83;R$16.72;R$21.83;R$2.61
2022-07-21;R$16.15;R$3.01;R$8.81;R$16.64;R$22.01;R$2.63
2022-07-22;R$15.94;R$2.86;R$8.55;R$16.81;R$21.99;R$2.51
2022-07-25;R$16.16;R$2.79;R$8.46;R$17.60;R$22.05;R$2.52
2022-07-26;R$16.05;R$2.61;R$8.33;R$17.78;R$21.88;R$2.36
2022-07-27;R$16.14;R$2.70;R$8.82;R$17.97;R$22.24;R$2.48
2022-07-28;R$16.26;R$2.72;R$9.21;R$18.51;R$22.41;R$2.51
2022-07-29;R$16.30;R$2.58;R$9.02;R$19.58;R$21.77;R$2.40
2022-08-01;R$16.26;R$2.72;R$9.21;R$19.31;R$22.22;R$2.44
2022-08-02;R$16.54;R$2.71;R$9.09;R$19.39;R$22.58;R$2.35
2022-08-03;R$16.80;R$2.93;R$9.83;R$19.41;R$22.43;R$2.62
2022-08-04;R$17.11;R$3.34;R$11.08;R$19.61;R$22.54;R$2.95
2022-08-05;R$17.32;R$3.16;R$11.21;R$19.99;R$22.77;R$2.86
2022-08-08;R$17.37;R$3.27;R$11.00;R$21.00;R$22.71;R$2.92
2022-08-09;R$17.63;R$3.08;R$10.73;R$21.34;R$22.87;R$2.79
2022-08-10;R$17.91;R$3.29;R$11.18;R$21.27;R$22.85;R$2.96
2022-08-11;R$18.06;R$3.04;R$9.95;R$20.78;R$22.49;R$2.79
2022-08-12;R$18.28;R$3.58;R$10.22;R$22.32;R$22.97;R$3.18
2022-08-15;R$18.19;R$4.04;R$11.09;R$22.33;R$23.11;R$3.64
2022-08-16;R$18.45;R$4.15;R$10.92;R$22.54;R$23.09;R$3.62
