Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2014-10-20;R$9.31;R$0.22;R$4.74;R$6.35;R$4.77;R$6.74
2014-10-21;R$8.90;R$0.22;R$4.48;R$5.99;R$4.63;R$6.74
2014-10-22;R$8.85;R$0.22;R$4.51;R$5.89;R$4.71;R$6.74
2014-10-23;R$8.38;R$0.21;R$4.23;R$5.50;R$4.58;R$6.74
2014-10-24;R$8.60;R$0.21;R$4.33;R$5.89;R$4.50;R$6.74
2014-10-27;R$8.50;R$0.21;R$4.47;R$5.15;R$4.59;R$6.74
2014-10-28;R$8.91;R$0.22;R$4.57;R$5.33;R$4.62;R$6.74
2014-10-29;R$8.56;R$0.22;R$4.48;R$4.97;R$4.64;R$6.74
2014-10-30;R$9.14;R$0.23;R$4.61;R$5.08;R$4.78;R$6.74
2014-10-31;R$9.46;R$0.24;R$4.86;R$5.42;R$4.95;R$6.74
2014-11-03;R$9.34;R$0.25;R$4.83;R$5.27;R$4.91;R$6.74
2014-11-04;R$9.46;R$0.25;R$4.82;R$5.25;R$4.83;R$6.74
2014-11-05;R$9.32;R$0.25;R$4.69;R$5.11;R$4.81;R$7.22
2014-11-06;R$9.12;R$0.25;R$4.56;R$4.99;R$4.90;R$7.22
2014-11-07;R$9.16;R$0.25;R$4.63;R$5.06;R$4.99;R$7.22
2014-11-10;R$9.20;R$0.24;R$4.63;R$4.96;R$4.91;R$7.22
2014-11-11;R$9.26;R$0.24;R$4.60;R$4.96;R$4.89;R$7.22
2014-11-12;R$9.29;R$0.23;R$4.66;R$5.00;R$4.82;R$7.22
2014-11-13;R$9.04;R$0.23;R$4.47;R$4.82;R$4.75;R$7.22
2014-11-14;R$9.07;R$0.23;R$4.44;R$4.68;R$4.71;R$7.22
2014-11-17;R$8.87;R$0.22;R$4.48;R$4.47;R$4.66;R$7.22
2014-11-18;R$9.26;R$0.23;R$4.57;R$4.41;R$4.85;R$7.22
2014-11-19;R$9.66;R$0.24;R$4.72;R$4.53;R$4.91;R$7.22
2014-11-21;R$10.40;R$0.24;R$5.05;R$5.07;R$5.13;R$7.22
2014-11-24;R$10.23;R$0.25;R$5.11;R$5.04;R$4.81;R$7.22
2014-11-25;R$10.38;R$0.24;R$5.24;R$5.02;R$4.99;R$7.22
2014-11-26;R$10.27;R$0.23;R$5.19;R$5.02;R$4.96;R$7.22
2014-11-27;R$10.08;R$0.24;R$5.10;R$4.77;R$5.05;R$7.22
2014-11-28;R$10.05;R$0.23;R$5.04;R$4.55;R$5.16;R$7.22
2014-12-01;R$9.54;R$0.22;R$4.85;R$4.37;R$5.13;R$7.22
2014-12-02;R$9.40;R$0.23;R$4.85;R$4.32;R$5.12;R$7.22
2014-12-03;R$9.50;R$0.23;R$4.95;R$4.51;R$5.19;R$7.22
2014-12-04;R$9.30;R$0.23;R$4.86;R$4.35;R$5.28;R$7.22
2014-12-05;R$9.51;R$0.23;R$4.88;R$4.32;R$5.22;R$7.22
2014-12-08;R$9.03;R$0.22;R$4.83;R$4.08;R$5.24;R$7.22
2014-12-09;R$9.24;R$0.22;R$4.72;R$4.05;R$5.23;R$6.74
2014-12-10;R$8.97;R$0.22;R$4.70;R$3.86;R$5.31;R$6.25
2014-12-11;R$9.19;R$0.22;R$4.52;R$3.77;R$5.29;R$6.25
2014-12-12;R$8.65;R$0.21;R$4.40;R$3.61;R$5.23;R$6.25
2014-12-15;R$8.40;R$0.21;R$4.22;R$3.21;R$5.06;R$4.94
2014-12-16;R$8.45;R$0.21;R$4.25;R$3.32;R$4.96;R$4.94
2014-12-17;R$8.86;R$0.21;R$4.39;R$3.36;R$5.26;R$4.94
2014-12-18;R$8.81;R$0.21;R$4.39;R$3.39;R$5.26;R$4.94
2014-12-19;R$9.03;R$0.22;R$4.38;R$3.49;R$5.33;R$4.94
2014-12-22;R$9.11;R$0.22;R$4.45;R$3.68;R$5.29;R$4.94
2014-12-23;R$9.26;R$0.22;R$4.60;R$3.87;R$5.34;R$4.94
2014-12-26;R$9.06;R$0.22;R$4.51;R$3.66;R$5.45;R$6.54
2014-12-29;R$9.12;R$0.22;R$4.58;R$3.65;R$5.42;R$6.54
2014-12-30;R$9.06;R$0.22;R$4.40;R$3.56;R$5.49;R$6.54
2015-01-02;R$8.86;R$0.22;R$4.29;R$3.32;R$5.38;R$6.54
2015-01-05;R$8.88;R$0.22;R$4.21;R$3.04;R$5.39;R$6.54
2015-01-06;R$9.17;R$0.22;R$4.32;R$2.94;R$5.36;R$6.54
2015-01-07;R$9.54;R$0.22;R$4.42;R$3.07;R$5.51;R$7.08
2015-01-08;R$9.59;R$0.22;R$4.47;R$3.27;R$5.55;R$7.08
2015-01-09;R$9.17;R$0.21;R$4.26;R$3.37;R$5.09;R$7.08
2015-01-12;R$9.01;R$0.22;R$4.15;R$3.13;R$5.08;R$7.08
2015-01-13;R$9.04;R$0.21;R$4.25;R$3.22;R$5.07;R$7.10
2015-01-14;R$9.13;R$0.21;R$4.20;R$3.16;R$5.13;R$7.10
2015-01-15;R$9.04;R$0.21;R$4.08;R$3.30;R$5.15;R$7.10
2015-01-16;R$9.13;R$0.21;R$4.13;R$3.35;R$5.29;R$7.10
2015-01-19;R$8.94;R$0.21;R$4.06;R$3.25;R$5.15;R$7.10
2015-01-20;R$8.91;R$0.20;R$4.19;R$3.30;R$5.26;R$7.10
2015-01-21;R$9.13;R$0.21;R$4.24;R$3.51;R$5.09;R$7.10
2015-01-22;R$9.23;R$0.21;R$4.30;R$3.63;R$5.12;R$7.10
2015-01-23;R$9.15;R$0.21;R$4.16;R$3.54;R$4.93;R$7.10
2015-01-26;R$9.29;R$0.20;R$4.12;R$3.49;R$5.00;R$7.10
2015-01-27;R$9.31;R$0.20;R$4.15;R$3.60;R$5.06;R$7.10
2015-01-28;R$9.12;R$0.19;R$4.09;R$3.23;R$5.07;R$7.10
2015-01-29;R$8.99;R$0.20;R$4.16;R$3.07;R$5.22;R$7.10
2015-01-30;R$8.72;R$0.20;R$4.09;R$2.94;R$5.19;R$7.10
2015-02-02;R$8.81;R$0.20;R$4.18;R$3.12;R$5.11;R$7.10
2015-02-03;R$9.14;R$0.19;R$4.13;R$3.54;R$5.16;R$7.10
2015-02-04;R$9.37;R$0.19;R$4.10;R$3.55;R$5.26;R$7.10
2015-02-05;R$9.22;R$0.19;R$4.30;R$3.49;R$5.11;R$7.10
2015-02-06;R$9.26;R$0.18;R$4.13;R$3.23;R$4.99;R$7.10
2015-02-09;R$9.35;R$0.18;R$4.33;R$3.33;R$4.98;R$7.10
2015-02-10;R$9.16;R$0.18;R$4.19;R$3.16;R$5.16;R$7.10
2015-02-11;R$8.91;R$0.17;R$4.10;R$3.22;R$5.22;R$7.41
2015-02-12;R$9.26;R$0.17;R$4.15;R$3.35;R$5.29;R$7.41
2015-02-13;R$9.51;R$0.18;R$4.31;R$3.56;R$5.40;R$7.41
2015-02-18;R$9.62;R$0.18;R$4.32;R$3.56;R$5.43;R$7.41
2015-02-19;R$9.59;R$0.19;R$4.40;R$3.44;R$5.51;R$7.41
2015-02-20;R$9.62;R$0.19;R$4.35;R$3.42;R$5.44;R$7.41
2015-02-23;R$9.71;R$0.19;R$4.16;R$3.37;R$5.39;R$7.41
2015-02-24;R$9.82;R$0.19;R$4.16;R$3.51;R$5.49;R$7.41
2015-02-25;R$9.87;R$0.19;R$4.10;R$3.33;R$5.49;R$7.41
2015-02-26;R$9.89;R$0.19;R$4.22;R$3.27;R$5.57;R$7.41
2015-02-27;R$9.77;R$0.18;R$4.01;R$3.39;R$5.58;R$7.41
2015-03-02;R$9.64;R$0.18;R$4.18;R$3.34;R$5.46;R$7.41
2015-03-03;R$9.66;R$0.17;R$4.20;R$3.39;R$5.53;R$7.41
2015-03-04;R$9.46;R$0.16;R$3.97;R$3.29;R$5.52;R$7.41
2015-03-05;R$9.44;R$0.16;R$3.91;R$3.28;R$5.44;R$7.41
2015-03-06;R$9.33;R$0.16;R$4.05;R$3.28;R$5.41;R$7.41
2015-03-09;R$9.06;R$0.15;R$3.95;R$3.16;R$5.35;R$7.41
2015-03-10;R$8.76;R$0.15;R$4.10;R$3.02;R$5.35;R$7.41
2015-03-11;R$9.02;R$0.15;R$4.14;R$3.10;R$5.30;R$7.41
2015-03-12;R$8.86;R$0.16;R$4.10;R$3.00;R$5.36;R$7.41
2015-03-13;R$8.75;R$0.15;R$4.11;R$2.96;R$5.22;R$7.41
2015-03-16;R$8.88;R$0.15;R$4.18;R$2.97;R$5.24;R$7.41
2015-03-17;R$9.23;R$0.15;R$4.32;R$3.14;R$5.19;R$7.41
2015-03-18;R$9.60;R$0.15;R$4.48;R$3.26;R$5.34;R$7.41
2015-03-19;R$9.43;R$0.15;R$4.45;R$3.16;R$5.28;R$7.41
2015-03-20;R$9.58;R$0.15;R$4.67;R$3.27;R$5.49;R$7.41
2015-03-23;R$9.56;R$0.15;R$4.65;R$3.31;R$5.39;R$7.41
2015-03-24;R$9.47;R$0.15;R$4.77;R$3.34;R$5.41;R$7.41
2015-03-25;R$9.47;R$0.15;R$4.72;R$3.47;R$5.35;R$7.41
2015-03-26;R$9.18;R$0.15;R$4.66;R$3.31;R$5.40;R$7.41
2015-03-27;R$8.92;R$0.14;R$4.59;R$3.32;R$5.24;R$7.41
2015-03-30;R$9.11;R$0.15;R$4.69;R$3.44;R$5.29;R$7.41
2015-03-31;R$9.22;R$0.15;R$4.75;R$3.43;R$5.26;R$7.41
2015-04-01;R$9.52;R$0.15;R$4.78;R$3.64;R$5.43;R$7.41
2015-04-02;R$9.62;R$0.16;R$4.94;R$3.79;R$5.46;R$7.41
2015-04-06;R$9.71;R$0.16;R$5.07;R$3.80;R$5.52;R$5.77
2015-04-07;R$9.77;R$0.16;R$5.10;R$3.87;R$5.40;R$5.77
2015-04-08;R$9.76;R$0.15;R$5.16;R$3.75;R$5.44;R$5.77
2015-04-09;R$9.59;R$0.15;R$5.18;R$4.11;R$5.36;R$5.77
2015-04-10;R$9.63;R$0.15;R$5.10;R$4.19;R$5.40;R$5.77
2015-04-13;R$9.65;R$0.15;R$5.06;R$4.35;R$5.32;R$5.77
2015-04-14;R$9.79;R$0.15;R$4.99;R$4.42;R$5.51;R$5.77
2015-04-15;R$9.89;R$0.15;R$5.10;R$4.73;R$5.53;R$5.18
2015-04-16;R$9.89;R$0.15;R$5.04;R$4.60;R$5.46;R$5.18
2015-04-17;R$9.60;R$0.15;R$5.17;R$4.59;R$5.43;R$5.18
2015-04-20;R$9.55;R$0.15;R$4.96;R$4.63;R$5.36;R$5.18
2015-04-22;R$9.63;R$0.15;R$5.02;R$4.61;R$5.46;R$5.18
2015-04-23;R$9.87;R$0.15;R$5.23;R$4.56;R$5.56;R$5.18
2015-04-24;R$10.15;R$0.15;R$5.19;R$4.69;R$5.47;R$5.35
2015-04-27;R$9.96;R$0.15;R$5.14;R$4.44;R$5.46;R$5.35
2015-04-28;R$10.15;R$0.15;R$4.98;R$4.53;R$5.47;R$5.35
2015-04-29;R$9.84;R$0.15;R$4.80;R$4.55;R$5.48;R$5.35
2015-04-30;R$10.05;R$0.15;R$4.86;R$4.63;R$5.63;R$5.35
2015-05-04;R$10.10;R$0.16;R$4.88;R$4.89;R$5.69;R$5.35
2015-05-05;R$10.14;R$0.16;R$4.88;R$5.12;R$5.60;R$5.37
2015-05-06;R$9.89;R$0.17;R$5.01;R$4.89;R$5.52;R$5.37
2015-05-07;R$9.85;R$0.16;R$4.72;R$4.84;R$5.59;R$5.37
2015-05-08;R$9.89;R$0.15;R$4.81;R$4.79;R$5.58;R$5.97
2015-05-11;R$9.86;R$0.15;R$4.82;R$4.88;R$5.60;R$5.97
2015-05-12;R$9.76;R$0.15;R$4.89;R$4.87;R$5.81;R$5.97
2015-05-13;R$9.66;R$0.15;R$4.78;R$4.96;R$5.69;R$5.97
2015-05-14;R$9.88;R$0.14;R$4.84;R$4.93;R$5.79;R$5.97
2015-05-15;R$10.05;R$0.14;R$5.18;R$4.98;R$5.78;R$5.47
2015-05-18;R$9.80;R$0.14;R$5.13;R$4.86;R$5.65;R$5.47
2015-05-19;R$9.71;R$0.14;R$5.13;R$4.57;R$5.76;R$5.47
2015-05-20;R$9.43;R$0.14;R$5.11;R$4.55;R$5.70;R$5.47
2015-05-21;R$9.32;R$0.14;R$4.99;R$4.78;R$5.47;R$5.76
2015-05-22;R$9.06;R$0.14;R$4.93;R$4.63;R$5.55;R$5.77
2015-05-25;R$9.15;R$0.14;R$4.87;R$4.55;R$5.54;R$5.97
2015-05-26;R$8.83;R$0.13;R$4.94;R$4.39;R$5.57;R$6.36
2015-05-27;R$9.15;R$0.13;R$4.94;R$4.45;R$5.61;R$6.36
2015-05-28;R$9.04;R$0.13;R$4.82;R$4.49;R$5.43;R$6.36
2015-05-29;R$8.81;R$0.13;R$4.79;R$4.37;R$5.40;R$6.36
2015-06-01;R$8.76;R$0.13;R$4.96;R$4.38;R$5.61;R$6.36
2015-06-02;R$9.06;R$0.13;R$4.96;R$4.57;R$5.58;R$6.36
2015-06-03;R$8.81;R$0.12;R$5.02;R$4.53;R$5.57;R$6.36
2015-06-05;R$8.62;R$0.12;R$4.91;R$4.46;R$5.54;R$6.36
2015-06-08;R$8.62;R$0.12;R$4.88;R$4.46;R$5.46;R$6.36
2015-06-09;R$8.57;R$0.12;R$4.82;R$4.61;R$5.40;R$6.36
2015-06-10;R$8.88;R$0.12;R$4.91;R$4.64;R$5.39;R$6.41
2015-06-11;R$8.87;R$0.12;R$4.94;R$4.64;R$5.39;R$6.41
2015-06-12;R$8.69;R$0.12;R$4.82;R$4.62;R$5.41;R$6.41
2015-06-15;R$8.66;R$0.12;R$4.80;R$4.61;R$5.40;R$6.41
2015-06-16;R$8.85;R$0.12;R$4.84;R$4.74;R$5.40;R$6.41
2015-06-17;R$8.66;R$0.12;R$4.80;R$4.66;R$5.42;R$6.96
2015-06-18;R$8.99;R$0.11;R$4.85;R$4.77;R$5.48;R$6.96
2015-06-19;R$8.81;R$0.12;R$4.80;R$4.66;R$5.51;R$6.96
2015-06-22;R$8.89;R$0.12;R$4.82;R$4.67;R$5.63;R$6.96
2015-06-23;R$9.01;R$0.11;R$4.79;R$4.60;R$5.67;R$6.96
2015-06-24;R$9.06;R$0.11;R$4.79;R$4.69;R$5.41;R$6.96
2015-06-25;R$9.03;R$0.11;R$4.87;R$4.47;R$5.28;R$6.96
2015-06-26;R$9.16;R$0.11;R$5.01;R$4.68;R$5.39;R$6.96
2015-06-29;R$8.92;R$0.10;R$4.82;R$4.56;R$5.32;R$6.84
2015-06-30;R$8.95;R$0.11;R$4.88;R$4.50;R$5.29;R$6.84
2015-07-01;R$8.92;R$0.10;R$4.80;R$4.31;R$5.40;R$6.84
2015-07-02;R$9.10;R$0.10;R$4.88;R$4.38;R$5.33;R$6.84
2015-07-03;R$9.00;R$0.10;R$4.86;R$4.17;R$5.30;R$7.66
2015-07-06;R$8.82;R$0.10;R$4.87;R$4.08;R$5.26;R$7.66
2015-07-07;R$8.74;R$0.09;R$4.81;R$4.17;R$5.28;R$7.66
2015-07-08;R$8.61;R$0.09;R$4.94;R$4.06;R$5.34;R$7.66
2015-07-10;R$8.98;R$0.09;R$4.92;R$4.19;R$5.33;R$7.66
2015-07-13;R$9.13;R$0.09;R$4.94;R$4.18;R$5.30;R$7.66
2015-07-14;R$9.19;R$0.09;R$5.00;R$4.25;R$5.48;R$7.66
2015-07-15;R$9.15;R$0.08;R$5.07;R$4.18;R$5.54;R$7.66
2015-07-16;R$9.10;R$0.08;R$5.11;R$4.25;R$5.49;R$7.66
2015-07-17;R$9.08;R$0.08;R$4.94;R$4.05;R$5.54;R$7.66
2015-07-20;R$8.90;R$0.07;R$4.89;R$3.83;R$5.53;R$7.66
2015-07-21;R$8.79;R$0.08;R$4.90;R$3.80;R$5.49;R$7.66
2015-07-22;R$8.68;R$0.09;R$4.99;R$3.67;R$5.34;R$7.66
2015-07-23;R$8.34;R$0.11;R$4.77;R$3.59;R$5.35;R$7.66
2015-07-24;R$8.42;R$0.09;R$4.71;R$3.56;R$5.24;R$7.66
2015-07-27;R$8.53;R$0.08;R$4.67;R$3.37;R$5.31;R$7.66
2015-07-28;R$8.62;R$0.09;R$4.64;R$3.55;R$5.38;R$7.66
2015-07-29;R$8.69;R$0.08;R$4.73;R$3.79;R$5.49;R$7.66
2015-07-30;R$8.47;R$0.08;R$4.64;R$3.69;R$5.42;R$7.66
2015-07-31;R$8.65;R$0.11;R$4.83;R$3.72;R$5.60;R$7.66
2015-08-03;R$8.29;R$0.10;R$4.80;R$3.56;R$5.61;R$7.66
2015-08-04;R$8.21;R$0.10;R$4.73;R$3.60;R$5.64;R$7.65
2015-08-05;R$8.17;R$0.10;R$4.62;R$3.55;R$5.55;R$7.65
2015-08-06;R$8.21;R$0.09;R$4.57;R$3.67;R$5.47;R$7.65
2015-08-07;R$7.98;R$0.09;R$4.46;R$3.44;R$5.37;R$7.65
2015-08-10;R$8.08;R$0.09;R$4.44;R$3.54;R$5.40;R$7.65
2015-08-11;R$8.22;R$0.09;R$4.42;R$3.54;R$5.44;R$7.66
2015-08-12;R$7.84;R$0.09;R$4.32;R$3.48;R$5.49;R$7.61
2015-08-13;R$7.66;R$0.09;R$4.26;R$3.37;R$5.45;R$7.61
2015-08-14;R$7.62;R$0.09;R$4.27;R$3.30;R$5.44;R$7.61
2015-08-17;R$7.49;R$0.09;R$4.40;R$3.24;R$5.50;R$7.61
2015-08-18;R$7.64;R$0.09;R$4.22;R$3.19;R$5.44;R$7.66
2015-08-19;R$7.41;R$0.09;R$4.20;R$3.10;R$5.36;R$7.66
2015-08-20;R$7.37;R$0.09;R$4.22;R$3.08;R$5.31;R$7.67
2015-08-21;R$7.29;R$0.09;R$4.07;R$2.94;R$5.21;R$7.67
2015-08-24;R$7.25;R$0.08;R$3.97;R$2.80;R$5.08;R$7.56
2015-08-25;R$7.13;R$0.08;R$3.99;R$2.78;R$5.07;R$7.56
2015-08-26;R$7.59;R$0.08;R$4.16;R$2.88;R$5.26;R$7.56
2015-08-27;R$7.80;R$0.08;R$4.24;R$3.16;R$5.44;R$7.66
2015-08-28;R$7.55;R$0.08;R$4.09;R$3.20;R$5.19;R$7.66
2015-08-31;R$7.26;R$0.08;R$3.99;R$3.26;R$5.11;R$7.66
2015-09-01;R$7.06;R$0.07;R$3.83;R$3.05;R$4.96;R$7.66
2015-09-02;R$7.19;R$0.07;R$3.79;R$3.13;R$4.85;R$7.66
2015-09-03;R$7.36;R$0.08;R$3.92;R$3.11;R$4.85;R$7.66
2015-09-04;R$7.05;R$0.07;R$3.92;R$3.02;R$4.86;R$7.66
2015-09-08;R$7.22;R$0.07;R$3.96;R$3.06;R$4.86;R$4.91
2015-09-09;R$7.30;R$0.07;R$3.97;R$2.97;R$5.07;R$4.75
2015-09-10;R$7.14;R$0.07;R$3.83;R$2.83;R$5.07;R$4.43
2015-09-11;R$7.07;R$0.07;R$3.94;R$2.72;R$5.30;R$3.48
2015-09-14;R$7.38;R$0.07;R$3.99;R$2.74;R$5.40;R$3.48
2015-09-15;R$7.52;R$0.06;R$4.14;R$2.71;R$5.50;R$3.05
2015-09-16;R$7.80;R$0.07;R$4.34;R$2.89;R$5.65;R$3.05
2015-09-17;R$7.78;R$0.07;R$4.29;R$2.79;R$5.67;R$3.31
2015-09-18;R$7.36;R$0.06;R$4.15;R$2.69;R$5.55;R$3.28
2015-09-21;R$7.13;R$0.06;R$4.02;R$2.59;R$5.53;R$3.28
2015-09-22;R$7.16;R$0.06;R$4.01;R$2.47;R$5.67;R$2.70
2015-09-23;R$6.92;R$0.06;R$3.95;R$2.42;R$5.47;R$2.78
2015-09-24;R$7.00;R$0.06;R$4.04;R$2.47;R$5.42;R$2.78
2015-09-25;R$6.84;R$0.06;R$3.89;R$2.42;R$5.44;R$2.78
2015-09-28;R$6.67;R$0.05;R$3.87;R$2.28;R$5.32;R$2.78
2015-09-29;R$6.63;R$0.05;R$3.94;R$2.34;R$5.34;R$2.70
2015-09-30;R$6.76;R$0.05;R$3.81;R$2.57;R$5.51;R$2.70
2015-10-01;R$6.85;R$0.05;R$4.00;R$2.49;R$5.45;R$2.80
2015-10-02;R$7.11;R$0.05;R$4.13;R$2.76;R$5.58;R$2.45
2015-10-05;R$7.31;R$0.05;R$4.20;R$2.77;R$5.57;R$2.79
2015-10-06;R$7.38;R$0.05;R$4.20;R$2.90;R$5.61;R$2.93
2015-10-07;R$7.65;R$0.06;R$4.37;R$3.00;R$5.72;R$3.46
2015-10-08;R$7.66;R$0.06;R$4.34;R$3.10;R$5.65;R$3.46
2015-10-09;R$7.57;R$0.06;R$4.49;R$3.12;R$5.62;R$2.99
2015-10-13;R$7.16;R$0.05;R$4.44;R$2.88;R$5.66;R$2.99
2015-10-14;R$7.12;R$0.05;R$4.42;R$2.82;R$5.45;R$2.99
2015-10-15;R$7.10;R$0.05;R$4.52;R$2.84;R$5.51;R$3.18
2015-10-16;R$6.96;R$0.05;R$4.54;R$2.82;R$5.50;R$3.03
2015-10-19;R$6.95;R$0.05;R$4.72;R$2.82;R$5.43;R$3.03
2015-10-20;R$6.79;R$0.05;R$4.60;R$2.85;R$5.32;R$3.03
2015-10-21;R$6.80;R$0.04;R$4.64;R$2.75;R$5.32;R$3.03
2015-10-22;R$6.90;R$0.04;R$4.62;R$2.84;R$5.53;R$3.31
2015-10-23;R$6.80;R$0.04;R$4.54;R$2.83;R$5.41;R$3.31
2015-10-26;R$6.75;R$0.05;R$4.56;R$2.78;R$5.37;R$3.31
2015-10-27;R$6.78;R$0.05;R$4.52;R$2.69;R$5.51;R$3.31
2015-10-28;R$7.08;R$0.05;R$4.66;R$2.82;R$5.64;R$2.80
2015-10-29;R$6.64;R$0.04;R$4.55;R$2.70;R$5.70;R$2.48
2015-10-30;R$6.63;R$0.04;R$4.64;R$2.73;R$6.00;R$2.88
2015-11-03;R$6.98;R$0.04;R$4.87;R$3.01;R$6.09;R$3.18
2015-11-04;R$6.84;R$0.04;R$4.97;R$2.86;R$6.28;R$3.13
2015-11-05;R$7.03;R$0.04;R$5.07;R$2.88;R$6.25;R$2.74
2015-11-06;R$6.93;R$0.04;R$4.97;R$2.77;R$6.13;R$2.74
2015-11-09;R$6.77;R$0.04;R$5.04;R$2.80;R$5.87;R$2.73
2015-11-10;R$6.74;R$0.04;R$5.02;R$2.70;R$6.15;R$2.73
2015-11-11;R$6.90;R$0.04;R$5.21;R$2.74;R$6.19;R$2.73
2015-11-12;R$6.90;R$0.04;R$5.19;R$2.69;R$6.22;R$2.73
2015-11-13;R$6.80;R$0.04;R$5.33;R$2.58;R$6.28;R$2.73
2015-11-16;R$6.85;R$0.04;R$5.44;R$2.73;R$6.20;R$2.34
2015-11-17;R$7.11;R$0.04;R$5.63;R$2.75;R$6.25;R$2.58
2015-11-18;R$7.17;R$0.04;R$5.39;R$2.77;R$6.31;R$2.88
2015-11-19;R$7.39;R$0.04;R$5.53;R$2.78;R$6.28;R$2.97
2015-11-23;R$7.32;R$0.04;R$5.50;R$2.86;R$6.19;R$2.97
2015-11-24;R$7.27;R$0.04;R$5.51;R$3.01;R$6.15;R$2.97
2015-11-25;R$6.92;R$0.04;R$5.37;R$2.80;R$6.04;R$2.96
2015-11-26;R$7.07;R$0.04;R$5.51;R$2.81;R$6.19;R$2.96
2015-11-27;R$6.81;R$0.04;R$5.37;R$2.69;R$6.04;R$2.96
2015-11-30;R$6.67;R$0.03;R$5.17;R$2.72;R$6.12;R$2.88
2015-12-01;R$6.64;R$0.03;R$5.38;R$2.66;R$5.98;R$2.56
2015-12-02;R$6.63;R$0.03;R$5.23;R$2.67;R$6.00;R$2.22
2015-12-03;R$6.92;R$0.03;R$5.52;R$2.83;R$6.08;R$2.22
2015-12-04;R$6.83;R$0.03;R$5.47;R$2.67;R$5.81;R$2.22
2015-12-07;R$6.76;R$0.03;R$5.61;R$2.55;R$5.83;R$2.49
2015-12-08;R$6.61;R$0.03;R$5.44;R$2.53;R$6.00;R$2.49
2015-12-09;R$6.94;R$0.03;R$5.55;R$2.71;R$6.17;R$2.25
2015-12-10;R$6.64;R$0.03;R$5.44;R$2.64;R$6.20;R$2.14
2015-12-11;R$6.58;R$0.03;R$5.48;R$2.57;R$6.18;R$1.94
2015-12-14;R$6.47;R$0.03;R$5.44;R$2.56;R$6.17;R$1.87
2015-12-15;R$6.57;R$0.03;R$5.40;R$2.63;R$6.18;R$1.87
2015-12-16;R$6.63;R$0.03;R$5.29;R$2.58;R$6.13;R$1.99
2015-12-17;R$6.77;R$0.04;R$5.60;R$2.55;R$6.22;R$1.99
2015-12-18;R$6.48;R$0.04;R$5.47;R$2.49;R$6.08;R$1.87
2015-12-21;R$6.29;R$0.04;R$5.41;R$2.35;R$6.00;R$1.87
2015-12-22;R$6.34;R$0.04;R$5.35;R$2.41;R$6.08;R$1.31
2015-12-23;R$6.39;R$0.04;R$5.38;R$2.46;R$6.17;R$1.51
2015-12-28;R$6.46;R$0.06;R$5.53;R$2.38;R$6.27;R$1.79
2015-12-29;R$6.49;R$0.07;R$5.47;R$2.37;R$6.32;R$1.49
2015-12-30;R$6.35;R$0.07;R$5.43;R$2.38;R$6.37;R$1.49
2016-01-04;R$6.26;R$0.07;R$5.21;R$2.44;R$6.19;R$1.19
2016-01-05;R$6.28;R$0.07;R$5.31;R$2.37;R$6.19;R$1.24
2016-01-06;R$6.19;R$0.06;R$5.19;R$2.27;R$6.12;R$1.24
2016-01-07;R$6.07;R$0.05;R$5.16;R$2.22;R$5.90;R$1.17
2016-01-08;R$5.95;R$0.05;R$5.17;R$2.22;R$6.05;R$1.17
2016-01-11;R$5.78;R$0.05;R$5.26;R$2.16;R$6.08;R$1.09
2016-01-12;R$5.75;R$0.05;R$5.37;R$1.96;R$6.19;R$1.07
2016-01-13;R$5.67;R$0.05;R$5.26;R$1.87;R$6.09;R$1.07
2016-01-14;R$5.84;R$0.05;R$5.26;R$2.02;R$6.06;R$1.18
2016-01-15;R$5.69;R$0.05;R$5.19;R$1.83;R$6.00;R$1.17
2016-01-18;R$5.64;R$0.05;R$5.11;R$1.70;R$5.84;R$1.11
2016-01-19;R$5.68;R$0.05;R$5.11;R$1.65;R$5.81;R$1.11
2016-01-20;R$5.69;R$0.05;R$5.07;R$1.57;R$5.74;R$1.19
2016-01-21;R$5.61;R$0.05;R$5.18;R$1.60;R$5.71;R$1.19
2016-01-22;R$5.73;R$0.05;R$5.38;R$1.56;R$5.92;R$1.19
2016-01-26;R$5.66;R$0.05;R$5.40;R$1.49;R$5.73;R$1.11
2016-01-27;R$5.73;R$0.05;R$5.56;R$1.62;R$5.84;R$1.11
2016-01-28;R$5.74;R$0.05;R$5.56;R$1.63;R$6.06;R$1.23
2016-01-29;R$5.99;R$0.05;R$5.73;R$1.72;R$6.37;R$1.23
2016-02-01;R$6.14;R$0.05;R$5.73;R$1.67;R$6.39;R$1.33
2016-02-02;R$5.89;R$0.05;R$5.69;R$1.52;R$6.27;R$1.30
2016-02-03;R$6.18;R$0.05;R$5.72;R$1.59;R$6.38;R$1.43
2016-02-04;R$6.51;R$0.05;R$5.73;R$1.68;R$6.27;R$1.49
2016-02-05;R$6.45;R$0.05;R$5.73;R$1.61;R$6.38;R$1.58
2016-02-10;R$6.52;R$0.05;R$5.61;R$1.53;R$6.45;R$1.56
2016-02-11;R$6.35;R$0.05;R$5.69;R$1.50;R$6.34;R$1.56
2016-02-12;R$6.37;R$0.06;R$5.56;R$1.58;R$6.38;R$1.56
2016-02-15;R$6.37;R$0.06;R$5.65;R$1.62;R$6.43;R$1.59
2016-02-16;R$6.60;R$0.07;R$5.66;R$1.57;R$6.43;R$1.73
